🧘‍♂️ Top 1000 meditative 1989 06 04 14:10 with (stability 6–8, highest (fire+peace)/2):

01. 1992-03-14T13:10 | meditate=true | fire=6 | peace=9.5 | stability=6 | growth=5.60 | avgFirePeace=7.75
904. 1994-04-27T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=8 | growth=6.50 | avgFirePeace=-0.25
905. 1994-05-07T13:10 | meditate=true | fire=0 | peace=-0.5 | stability=7 | growth=3.60 | avgFirePeace=-0.25
906. 1994-08-11T13:10 | meditate=true | fire=1.5 | peace=-2 | stability=6 | growth=5.60 | avgFirePeace=-0.25
907. 1994-10-23T13:10 | meditate=true | fire=0 | peace=-0.5 | stability=7 | growth=6.00 | avgFirePeace=-0.25
908. 1994-12-01T13:10 | meditate=true | fire=2.5 | peace=-3 | stability=7 | growth=7.20 | avgFirePeace=-0.25
909. 1988-11-03T13:10 | meditate=true | fire=1 | peace=-2 | stability=6 | growth=4.80 | avgFirePeace=-0.50
910. 1989-04-22T13:10 | meditate=true | fire=1 | peace=-2 | stability=6 | growth=3.00 | avgFirePeace=-0.50
911. 1989-04-25T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=6 | growth=4.00 | avgFirePeace=-0.50
912. 1989-12-22T13:10 | meditate=true | fire=2 | peace=-3 | stability=6 | growth=5.10 | avgFirePeace=-0.50
913. 1990-10-17T13:10 | meditate=true | fire=1 | peace=-2 | stability=6 | growth=4.80 | avgFirePeace=-0.50
914. 1990-11-08T13:10 | meditate=true | fire=0 | peace=-1 | stability=6 | growth=4.80 | avgFirePeace=-0.50
915. 1990-11-24T13:10 | meditate=true | fire=1 | peace=-2 | stability=7 | growth=6.00 | avgFirePeace=-0.50
916. 1991-01-04T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=7 | growth=5.95 | avgFirePeace=-0.50
917. 1991-01-11T13:10 | meditate=true | fire=1 | peace=-2 | stability=7 | growth=7.00 | avgFirePeace=-0.50
918. 1991-01-12T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=6 | growth=5.95 | avgFirePeace=-0.50
919. 1991-01-20T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=6 | growth=5.25 | avgFirePeace=-0.50
920. 1991-01-21T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=7 | growth=5.25 | avgFirePeace=-0.50
921. 1991-01-29T13:10 | meditate=true | fire=0.5 | peace=-1.5 | stability=6 | growth=3.75 | avgFirePeace=-0.50
922. 1991-04-23T13:10 | meditate=true | fire=2 | peace=-3 | stability=6 | growth=5.70 | avgFirePeace=-0.50
923. 1991-04-25T13:10 | meditate=true | fire=2 | peace=-3 | stability=6 | growth=7.20 | avgFirePeace=-0.50
924. 1991-05-27T13:10 | meditate=true | fire=1.5 | peace=-2.5 | stability=7 | growth=7.20 | avgFirePeace=-0.50
925. 1991-05-28T13:10 | meditate=true | fire=2 | peace=-3 | stability=7 | growth=5.70 | avgFirePeace=-0.50
926. 1991-07-14T13:10 | meditate=true | fire=0.5 | peace=-1.5 | stability=7 | growth=5.85 | avgFirePeace=-0.50
927. 1992-01-09T13:10 | meditate=true | fire=1 | peace=-2 | stability=7 | growth=6.00 | avgFirePeace=-0.50
928. 1992-01-11T13:10 | meditate=true | fire=2 | peace=-3 | stability=7 | growth=7.50 | avgFirePeace=-0.50
929. 1992-06-21T13:10 | meditate=true | fire=2 | peace=-3 | stability=6 | growth=5.10 | avgFirePeace=-0.50
930. 1992-06-24T13:10 | meditate=true | fire=2 | peace=-3 | stability=8 | growth=5.10 | avgFirePeace=-0.50
931. 1992-06-30T13:10 | meditate=true | fire=3 | peace=-4 | stability=6 | growth=7.60 | avgFirePeace=-0.50
932. 1992-07-21T13:10 | meditate=true | fire=2.5 | peace=-3.5 | stability=7 | growth=7.65 | avgFirePeace=-0.50
933. 1993-06-21T13:10 | meditate=true | fire=0.5 | peace=-1.5 | stability=7 | growth=4.90 | avgFirePeace=-0.50
934. 1993-06-29T13:10 | meditate=true | fire=0.5 | peace=-1.5 | stability=7 | growth=3.75 | avgFirePeace=-0.50
935. 1993-07-12T13:10 | meditate=true | fire=2 | peace=-3 | stability=8 | growth=7.50 | avgFirePeace=-0.50
936. 1993-07-21T13:10 | meditate=true | fire=1 | peace=-2 | stability=7 | growth=6.80 | avgFirePeace=-0.50
937. 1993-08-06T13:10 | meditate=true | fire=2 | peace=-3 | stability=7 | growth=8.50 | avgFirePeace=-0.50
938. 1993-09-27T13:10 | meditate=true | fire=0 | peace=-1 | stability=8 | growth=7.20 | avgFirePeace=-0.50
939. 1993-12-28T13:10 | meditate=true | fire=0.5 | peace=-1.5 | stability=6 | growth=7.70 | avgFirePeace=-0.50
940. 1994-04-26T13:10 | meditate=true | fire=1 | peace=-2 | stability=7 | growth=7.00 | avgFirePeace=-0.50
941. 1994-07-16T13:10 | meditate=true | fire=1 | peace=-2 | stability=8 | growth=6.00 | avgFirePeace=-0.50
942. 1994-08-06T13:10 | meditate=true | fire=0 | peace=-1 | stability=7 | growth=5.50 | avgFirePeace=-0.50
943. 1994-08-08T13:10 | meditate=true | fire=0 | peace=-1 | stability=6 | growth=4.80 | avgFirePeace=-0.50
944. 1994-08-09T13:10 | meditate=true | fire=0 | peace=-1 | stability=6 | growth=4.80 | avgFirePeace=-0.50
945. 1994-11-07T13:10 | meditate=true | fire=0 | peace=-1 | stability=6 | growth=4.80 | avgFirePeace=-0.50
946. 1988-04-16T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=6.30 | avgFirePeace=-0.75
947. 1988-04-17T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=6.30 | avgFirePeace=-0.75
948. 1989-04-06T13:10 | meditate=true | fire=-0.5 | peace=-1 | stability=6 | growth=4.95 | avgFirePeace=-0.75
949. 1990-04-17T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=7 | growth=6.40 | avgFirePeace=-0.75
950. 1990-10-20T13:10 | meditate=true | fire=0 | peace=-1.5 | stability=6 | growth=5.20 | avgFirePeace=-0.75
951. 1991-01-23T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=4.00 | avgFirePeace=-0.75
952. 1991-04-04T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=8 | growth=8.00 | avgFirePeace=-0.75
953. 1991-04-19T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=6 | growth=6.00 | avgFirePeace=-0.75
954. 1991-06-21T13:10 | meditate=true | fire=1.5 | peace=-3 | stability=7 | growth=7.65 | avgFirePeace=-0.75
955. 1992-01-05T13:10 | meditate=true | fire=1.5 | peace=-3 | stability=6 | growth=5.60 | avgFirePeace=-0.75
956. 1992-06-02T13:10 | meditate=true | fire=1.5 | peace=-3 | stability=6 | growth=4.25 | avgFirePeace=-0.75
957. 1992-06-19T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=6 | growth=6.80 | avgFirePeace=-0.75
958. 1992-08-04T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=7 | growth=5.25 | avgFirePeace=-0.75
959. 1992-10-15T13:10 | meditate=true | fire=0 | peace=-1.5 | stability=7 | growth=7.00 | avgFirePeace=-0.75
960. 1993-02-23T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=7 | growth=7.50 | avgFirePeace=-0.75
961. 1993-02-24T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=8 | growth=9.00 | avgFirePeace=-0.75
962. 1993-06-22T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=7 | growth=5.25 | avgFirePeace=-0.75
963. 1993-06-23T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=4.00 | avgFirePeace=-0.75
964. 1993-06-24T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=4.00 | avgFirePeace=-0.75
965. 1993-07-14T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=7 | growth=5.60 | avgFirePeace=-0.75
966. 1993-07-17T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=6 | growth=3.20 | avgFirePeace=-0.75
967. 1993-08-31T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=7 | growth=5.25 | avgFirePeace=-0.75
968. 1993-11-03T13:10 | meditate=true | fire=-0.5 | peace=-1 | stability=6 | growth=5.85 | avgFirePeace=-0.75
969. 1993-11-26T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=7 | growth=6.80 | avgFirePeace=-0.75
970. 1993-11-28T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=7 | growth=4.50 | avgFirePeace=-0.75
971. 1993-12-15T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=6 | growth=8.40 | avgFirePeace=-0.75
972. 1993-12-27T13:10 | meditate=true | fire=-0.5 | peace=-1 | stability=6 | growth=6.60 | avgFirePeace=-0.75
973. 1993-12-29T13:10 | meditate=true | fire=0 | peace=-1.5 | stability=7 | growth=7.80 | avgFirePeace=-0.75
974. 1994-01-09T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=7 | growth=6.50 | avgFirePeace=-0.75
975. 1994-01-15T13:10 | meditate=true | fire=0 | peace=-1.5 | stability=6 | growth=4.20 | avgFirePeace=-0.75
976. 1994-05-05T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=8 | growth=5.60 | avgFirePeace=-0.75
977. 1994-05-24T13:10 | meditate=true | fire=-0.5 | peace=-1 | stability=6 | growth=3.25 | avgFirePeace=-0.75
978. 1994-06-20T13:10 | meditate=true | fire=1.5 | peace=-3 | stability=7 | growth=5.60 | avgFirePeace=-0.75
979. 1994-07-15T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=6 | growth=5.25 | avgFirePeace=-0.75
980. 1994-08-25T13:10 | meditate=true | fire=-2 | peace=0.5 | stability=6 | growth=5.00 | avgFirePeace=-0.75
981. 1994-08-26T13:10 | meditate=true | fire=-1.5 | peace=0 | stability=6 | growth=5.40 | avgFirePeace=-0.75
982. 1994-10-21T13:10 | meditate=true | fire=0.5 | peace=-2 | stability=7 | growth=6.30 | avgFirePeace=-0.75
983. 1994-11-08T13:10 | meditate=true | fire=1 | peace=-2.5 | stability=6 | growth=5.60 | avgFirePeace=-0.75
984. 1994-12-29T13:10 | meditate=true | fire=2 | peace=-3.5 | stability=7 | growth=6.80 | avgFirePeace=-0.75
985. 1994-12-31T13:10 | meditate=true | fire=1.5 | peace=-3 | stability=8 | growth=6.75 | avgFirePeace=-0.75
986. 1989-01-07T13:10 | meditate=true | fire=-1 | peace=-1 | stability=7 | growth=5.00 | avgFirePeace=-1.00
987. 1989-01-09T13:10 | meditate=true | fire=-2 | peace=0 | stability=6 | growth=4.00 | avgFirePeace=-1.00
988. 1990-04-15T13:10 | meditate=true | fire=1 | peace=-3 | stability=7 | growth=5.40 | avgFirePeace=-1.00
989. 1990-04-18T13:10 | meditate=true | fire=0.5 | peace=-2.5 | stability=6 | growth=5.60 | avgFirePeace=-1.00
990. 1990-11-18T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=6 | growth=5.95 | avgFirePeace=-1.00
991. 1990-11-22T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=7 | growth=5.95 | avgFirePeace=-1.00
992. 1990-11-25T13:10 | meditate=true | fire=1 | peace=-3 | stability=7 | growth=6.00 | avgFirePeace=-1.00
993. 1991-01-14T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=6 | growth=5.95 | avgFirePeace=-1.00
994. 1991-01-22T13:10 | meditate=true | fire=2 | peace=-4 | stability=6 | growth=5.70 | avgFirePeace=-1.00
995. 1991-02-17T13:10 | meditate=true | fire=1 | peace=-3 | stability=6 | growth=6.80 | avgFirePeace=-1.00
996. 1991-03-23T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=6 | growth=6.65 | avgFirePeace=-1.00
997. 1991-04-12T13:10 | meditate=true | fire=2.5 | peace=-4.5 | stability=6 | growth=8.55 | avgFirePeace=-1.00
998. 1991-06-19T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=6 | growth=5.95 | avgFirePeace=-1.00
999. 1991-10-10T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=6 | growth=5.95 | avgFirePeace=-1.00
1000. 1992-07-05T13:10 | meditate=true | fire=1.5 | peace=-3.5 | stability=7 | growth=8.25 | avgFirePeace=-1.00
