🧘‍♂️ Top 1000 pairs with 1989 06 04 14:10 (stability 6–8, highest (fire+peace)/2):

01. 1990-06-12T13:10 | meditate=true | fire=7.5 | peace=5.5 | stability=8 | growth=10.20 | avgFirePeace=6.50
906. 1990-05-29T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=7.20 | avgFirePeace=0.75
907. 1990-06-21T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.85 | avgFirePeace=1.00
908. 1990-07-22T13:10 | meditate=false | fire=2.5 | peace=1 | stability=8 | growth=6.30 | avgFirePeace=1.75
909. 1990-07-27T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=8 | growth=5.85 | avgFirePeace=1.50
910. 1990-08-27T13:10 | meditate=false | fire=2.5 | peace=-2.5 | stability=7 | growth=8.80 | avgFirePeace=0.00
911. 1990-08-28T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
912. 1990-09-25T13:10 | meditate=false | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
913. 1990-10-19T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=6 | growth=6.75 | avgFirePeace=1.00
914. 1990-10-27T13:10 | meditate=false | fire=2.5 | peace=2.5 | stability=8 | growth=5.50 | avgFirePeace=2.50
915. 1990-12-05T13:10 | meditate=true | fire=2.5 | peace=3 | stability=7 | growth=4.55 | avgFirePeace=2.75
916. 1990-12-07T13:10 | meditate=false | fire=2.5 | peace=3 | stability=7 | growth=5.40 | avgFirePeace=2.75
917. 1990-12-17T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=7.70 | avgFirePeace=1.00
918. 1991-01-05T13:10 | meditate=false | fire=2.5 | peace=-4.5 | stability=8 | growth=8.55 | avgFirePeace=-1.00
919. 1991-02-13T13:10 | meditate=false | fire=2.5 | peace=-3.5 | stability=7 | growth=6.30 | avgFirePeace=-0.50
920. 1991-02-18T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
921. 1991-02-26T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.20 | avgFirePeace=1.25
922. 1991-03-16T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=6.60 | avgFirePeace=2.00
923. 1991-03-30T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=8.80 | avgFirePeace=0.00
924. 1991-04-12T13:10 | meditate=true | fire=2.5 | peace=-4.5 | stability=6 | growth=8.55 | avgFirePeace=-1.00
925. 1991-05-09T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=7 | growth=7.20 | avgFirePeace=0.75
926. 1991-05-11T13:10 | meditate=false | fire=2.5 | peace=-2 | stability=8 | growth=7.20 | avgFirePeace=0.25
927. 1991-05-12T13:10 | meditate=false | fire=2.5 | peace=-2 | stability=7 | growth=8.25 | avgFirePeace=0.25
928. 1991-05-18T13:10 | meditate=true | fire=2.5 | peace=0 | stability=6 | growth=6.30 | avgFirePeace=1.25
929. 1991-05-30T13:10 | meditate=false | fire=2.5 | peace=-3 | stability=8 | growth=8.10 | avgFirePeace=-0.25
930. 1991-05-31T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=8 | growth=6.75 | avgFirePeace=1.50
931. 1991-06-02T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=4.25 | avgFirePeace=0.50
932. 1991-06-24T13:10 | meditate=false | fire=2.5 | peace=0 | stability=8 | growth=7.80 | avgFirePeace=1.25
933. 1991-06-29T13:10 | meditate=false | fire=2.5 | peace=-2.5 | stability=8 | growth=7.65 | avgFirePeace=0.00
934. 1991-08-16T13:10 | meditate=false | fire=2.5 | peace=1 | stability=7 | growth=4.55 | avgFirePeace=1.75
935. 1991-09-04T13:10 | meditate=false | fire=2.5 | peace=1 | stability=7 | growth=3.50 | avgFirePeace=1.75
936. 1991-10-06T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
937. 1991-10-07T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
938. 1991-10-08T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=6.75 | avgFirePeace=1.00
939. 1991-11-15T13:10 | meditate=false | fire=2.5 | peace=2.5 | stability=8 | growth=4.20 | avgFirePeace=2.50
940. 1991-11-24T13:10 | meditate=false | fire=2.5 | peace=0 | stability=8 | growth=9.10 | avgFirePeace=1.25
941. 1991-12-02T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=8 | growth=7.20 | avgFirePeace=0.75
942. 1992-01-13T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=2.00
943. 1992-01-16T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
944. 1992-01-17T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=6.60 | avgFirePeace=1.50
945. 1992-01-18T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
946. 1992-01-19T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=8 | growth=6.60 | avgFirePeace=1.50
947. 1992-01-30T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
948. 1992-02-09T13:10 | meditate=false | fire=2.5 | peace=0 | stability=8 | growth=6.30 | avgFirePeace=1.25
949. 1992-02-10T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=8 | growth=5.85 | avgFirePeace=1.50
950. 1992-02-15T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=6.30 | avgFirePeace=1.75
951. 1992-02-27T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.50
952. 1992-04-04T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=7.70 | avgFirePeace=2.00
953. 1992-05-03T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=6 | growth=5.60 | avgFirePeace=1.50
954. 1992-06-03T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=5.60 | avgFirePeace=0.50
955. 1992-06-07T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=7 | growth=5.25 | avgFirePeace=0.75
956. 1992-06-25T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=8 | growth=5.95 | avgFirePeace=0.25
957. 1992-07-21T13:10 | meditate=true | fire=2.5 | peace=-3.5 | stability=7 | growth=7.65 | avgFirePeace=-0.50
958. 1992-07-27T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=7.70 | avgFirePeace=0.50
959. 1992-08-01T13:10 | meditate=false | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
960. 1992-08-18T13:10 | meditate=false | fire=2.5 | peace=3 | stability=7 | growth=5.40 | avgFirePeace=2.75
961. 1992-08-30T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=8 | growth=8.25 | avgFirePeace=0.75
962. 1992-09-03T13:10 | meditate=false | fire=2.5 | peace=0 | stability=8 | growth=6.30 | avgFirePeace=1.25
963. 1992-12-25T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
964. 1992-12-28T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=5.50 | avgFirePeace=3.00
965. 1993-01-14T13:10 | meditate=true | fire=2.5 | peace=2 | stability=8 | growth=7.80 | avgFirePeace=2.25
966. 1993-01-16T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=8.80 | avgFirePeace=1.00
967. 1993-01-29T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=1.75
968. 1993-01-30T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=1.75
969. 1993-02-02T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
970. 1993-02-04T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=8.80 | avgFirePeace=0.50
971. 1993-02-14T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=6.30 | avgFirePeace=1.25
972. 1993-02-15T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=5.25 | avgFirePeace=1.25
973. 1993-02-18T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=7.70 | avgFirePeace=1.00
974. 1993-02-20T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
975. 1993-02-27T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=9.75 | avgFirePeace=0.00
976. 1993-03-02T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=6.30 | avgFirePeace=0.50
977. 1993-03-03T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=7 | growth=6.65 | avgFirePeace=0.25
978. 1993-03-31T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.60 | avgFirePeace=1.00
979. 1993-04-04T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=4.55 | avgFirePeace=2.25
980. 1993-04-17T13:10 | meditate=true | fire=2.5 | peace=2 | stability=8 | growth=7.15 | avgFirePeace=2.25
981. 1993-05-04T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=8.80 | avgFirePeace=1.00
982. 1993-05-22T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=6.60 | avgFirePeace=3.00
983. 1993-05-28T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
984. 1993-05-31T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.75 | avgFirePeace=2.00
985. 1993-06-03T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=5.85 | avgFirePeace=2.00
986. 1993-06-15T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=8 | growth=6.75 | avgFirePeace=1.50
987. 1993-06-16T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=8 | growth=6.75 | avgFirePeace=1.50
988. 1993-07-07T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=8 | growth=8.25 | avgFirePeace=0.25
989. 1993-07-08T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
990. 1993-07-18T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.60 | avgFirePeace=1.00
991. 1993-07-24T13:10 | meditate=false | fire=2.5 | peace=-3.5 | stability=8 | growth=9.90 | avgFirePeace=-0.50
992. 1993-08-10T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=9.75 | avgFirePeace=0.00
993. 1993-09-15T13:10 | meditate=false | fire=2.5 | peace=2 | stability=8 | growth=7.15 | avgFirePeace=2.25
994. 1993-10-24T13:10 | meditate=false | fire=2.5 | peace=-2.5 | stability=8 | growth=8.80 | avgFirePeace=0.00
995. 1993-12-16T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=6 | growth=8.45 | avgFirePeace=1.00
996. 1994-02-05T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=6.30 | avgFirePeace=0.75
997. 1994-03-02T13:10 | meditate=true | fire=2.5 | peace=6.5 | stability=7 | growth=2.80 | avgFirePeace=4.50
998. 1994-03-03T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=3.50 | avgFirePeace=3.00
999. 1994-03-05T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=4.55 | avgFirePeace=2.25
1000. 1994-03-11T13:10 | meditate=false | fire=2.5 | peace=1 | stability=8 | growth=4.55 | avgFirePeace=1.75
